,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
0,3.0,11.0,76.0,2.0,0.21428571428571427,0.6,0.8586956521739131,0.15217391304347827,0.3157894736842105,0.29888992269213427,0.10814492525018841
1,2.0,14.0,61.0,3.0,0.125,0.4,0.7875,0.2,0.19047619047619047,0.12909944487358058,0.08829675503404318
2,0.0,20.0,85.0,2.0,0.0,0.0,0.794392523364486,0.18691588785046728,0.0,-0.06617222226472869,0.033083055246570264
3,1.0,8.0,83.0,2.0,0.1111111111111111,0.3333333333333333,0.8936170212765957,0.09574468085106383,0.16666666666666666,0.1466097190833672,0.08878205128205127
4,5.0,10.0,69.0,0.0,0.3333333333333333,1.0,0.8809523809523809,0.17857142857142858,0.5,0.5395732021758763,0.23324508824508822
5,1.0,12.0,77.0,4.0,0.07692307692307693,0.2,0.8297872340425532,0.13829787234042554,0.1111111111111111,0.0423646679515518,0.09509786595699908
6,1.0,10.0,77.0,3.0,0.09090909090909091,0.25,0.8571428571428571,0.12087912087912088,0.13333333333333333,0.0849311295150992,0.11051087876262025
7,2.0,20.0,70.0,1.0,0.09090909090909091,0.6666666666666666,0.7741935483870968,0.23655913978494625,0.16,0.18478165357083523,0.07262049308085114
8,0.0,14.0,68.0,1.0,0.0,0.0,0.8192771084337349,0.1686746987951807,0.0,-0.0497430655449848,0.025
9,2.0,13.0,75.0,2.0,0.13333333333333333,0.5,0.8369565217391305,0.16304347826086957,0.2105263157894737,0.19447302126920893,0.11094771241830065
10,17.0,132.0,741.0,20.0,0.11409395973154363,0.4594594594594595,0.832967032967033,0.16408602203769812,0.1827956989247312,0.16452619756251044,0.09657288252767124
