,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
0,0.0,13.0,215.0,1.0,0.0,0.0,0.9388646288209607,0.056768558951965066,0.0,-0.016247156996266717,0.004098360655737705
1,0.0,17.0,220.0,0.0,0.0,0.0,0.9282700421940928,0.07172995780590717,0.0,0.0,0.5
2,1.0,15.0,233.0,0.0,0.0625,1.0,0.9397590361445783,0.0642570281124498,0.11764705882352941,0.24232160049099238,0.125
3,0.0,22.0,212.0,2.0,0.0,0.0,0.8983050847457628,0.09322033898305085,0.0,-0.029642274374047265,0.009769426703163017
4,0.0,12.0,213.0,2.0,0.0,0.0,0.9383259911894273,0.05286343612334802,0.0,-0.02227384185558818,0.007628409280823287
5,0.0,27.0,238.0,6.0,0.0,0.0,0.8782287822878229,0.0996309963099631,0.0,-0.050054100023554066,0.024343138750985024
6,0.0,27.0,227.0,2.0,0.0,0.0,0.88671875,0.10546875,0.0,-0.030469286217539353,0.013611955420466058
7,1.0,19.0,236.0,0.0,0.05,1.0,0.92578125,0.078125,0.09523809523809523,0.2151151082651369,1.0
8,0.0,10.0,234.0,2.0,0.0,0.0,0.9512195121951219,0.04065040650406504,0.0,-0.018636488393439052,0.01882365880559652
9,0.0,14.0,252.0,4.0,0.0,0.0,0.9333333333333333,0.05185185185185185,0.0,-0.02867696673382022,0.011181208744474185
10,2.0,176.0,2280.0,19.0,0.011235955056179775,0.09523809523809523,0.9212757367783609,0.0714566324642601,0.020100502512562814,0.008370092539097668,0.1714456158361246
