,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
0,0.0,26.0,1068.0,14.0,0.0,0.0,0.9638989169675091,0.023465703971119134,0.0,-0.017535913737835133,0.007823280562873123
1,1.0,55.0,1123.0,14.0,0.017857142857142856,0.06666666666666667,0.942162615255658,0.04694048616932104,0.02816901408450704,0.010524032601694176,0.01154045073286918
2,0.0,45.0,1091.0,10.0,0.0,0.0,0.9520069808027923,0.03926701570680628,0.0,-0.018968082579251797,0.007839514515455842
3,1.0,96.0,930.0,13.0,0.010309278350515464,0.07142857142857142,0.8951923076923077,0.09326923076923077,0.018018018018018018,-0.008772991493481017,0.050638085177618204
4,3.0,100.0,951.0,12.0,0.02912621359223301,0.2,0.8949343339587242,0.09662288930581614,0.05084745762711865,0.041801715978265055,0.08980249944126956
5,4.0,120.0,974.0,10.0,0.03225806451612903,0.2857142857142857,0.8826714801444043,0.11191335740072202,0.05797101449275363,0.06236469708204543,0.12962520769593938
6,0.0,0.0,1087.0,15.0,0.0,0.0,0.9863883847549909,0.0,0.0,0.0,0.10835100599339224
7,2.0,19.0,1072.0,14.0,0.09523809523809523,0.125,0.9701897018970189,0.018970189701897018,0.1081081081081081,0.09412362856028669,0.09271597395504089
8,0.0,0.0,1130.0,13.0,0.0,0.0,0.9886264216972879,0.0,0.0,0.0,0.030792934217227605
9,0.0,0.0,1120.0,12.0,0.0,0.0,0.9893992932862191,0.0,0.0,0.0,0.1038631705909378
10,11.0,461.0,10546.0,127.0,0.023305084745762712,0.07971014492753623,0.9472409152086138,0.043044887302491244,0.036065573770491806,0.020771591971942036,0.06329921228826238
