,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
0,0.0,5.0,254.0,3.0,0.0,0.0,0.9694656488549618,0.019083969465648856,0.0,-0.015011676119039774,0.011342760603158104
1,0.0,8.0,259.0,1.0,0.0,0.0,0.9664179104477612,0.029850746268656716,0.0,-0.010735015821076693,0.004761904761904762
2,0.0,2.0,241.0,3.0,0.0,0.0,0.9796747967479674,0.008130081300813009,0.0,-0.010059527338057614,0.017697759615863066
3,0.0,0.0,269.0,1.0,0.0,0.0,0.9962962962962963,0.0,0.0,0.0,0.004672897196261682
4,0.0,9.0,276.0,3.0,0.0,0.0,0.9583333333333334,0.03125,0.0,-0.01842711517991869,0.011853413597599645
5,0.0,28.0,258.0,4.0,0.0,0.0,0.8896551724137931,0.09655172413793103,0.0,-0.0386612017090685,0.014763523906762733
6,2.0,121.0,156.0,0.0,0.016260162601626018,1.0,0.5663082437275986,0.44086021505376344,0.032,0.09569403268317436,0.510752688172043
7,0.0,0.0,242.0,1.0,0.0,0.0,0.9958847736625515,0.0,0.0,0.0,0.0045045045045045045
8,0.0,0.0,286.0,3.0,0.0,0.0,0.9896193771626297,0.0,0.0,0.0,0.012019502950152059
9,0.0,0.0,272.0,4.0,0.0,0.0,0.9855072463768116,0.0,0.0,0.0,0.2836111717414238
10,2.0,173.0,2513.0,23.0,0.011428571428571429,0.08,0.9277019549981557,0.0625726736226813,0.02,0.0060649890935668685,0.08759801270496734
