Unnamed: 0,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
10,9.0,1001.0,834.0,16.0,0.0089108910891089,0.36,0.4532258064516129,0.5427014248037817,0.017391304347826,-0.0428816385382272,0.0948569843166813
10,16.0,161.0,230.0,12.0,0.0903954802259887,0.5714285714285714,0.5871121718377088,0.4216931412717603,0.1560975609756097,0.0807197331971675,0.2022583934311104
10,10.0,188.0,237.0,25.0,0.0505050505050505,0.2857142857142857,0.5369565217391304,0.4331692816089934,0.0858369098712446,-0.0838772518907378,0.1161511676647874
10,13.0,503.0,449.0,77.0,0.0251937984496124,0.1444444444444444,0.4433781190019193,0.4951801092890815,0.0429042904290429,-0.2157045153423372,0.0926588377052209
10,0.0,1370.0,1012.0,41.0,0.0,0.0,-1.0,0.5648710643863718,-1.0,-0.1496467012149196,0.0103855286706445
10,39.0,1297.0,758.0,79.0,0.029191616766467,0.3305084745762712,0.3667740450989415,0.6160306455412702,0.0536451169188445,-0.1399976065392424,0.0595355864157613
10,4.0,488.0,385.0,33.0,0.008130081300813,0.1081081081081081,0.4274725274725274,0.541485244386407,0.0151228733459357,-0.1786907180915893,0.0425710950477573
10,0.0,0.0,942.0,22.0,-1.0,0.0,0.9771784232365144,0.0,0.0,-1.0,0.0197114059705949
10,11.0,6285.0,2946.0,12.0,0.0017471410419313,0.4782608695652174,0.3195374972984655,0.6799621596813099,0.0034815635385345,-0.0216316721816133,0.0016441891959967
10,46.0,6507.0,4500.0,92.0,0.0070196856401648,0.3333333333333333,0.4078959174517721,0.58878061063833,0.0137498131818861,-0.0579290528024847,0.0431329800888865
10,71.0,920.0,580.0,68.0,0.0716448032290615,0.5107913669064749,0.3971934106162294,0.6012997821438038,0.1256637168141593,-0.0584292539438321,0.0999033101975072
10,89.0,8156.0,5329.0,88.0,0.0107944208611279,0.5028248587570622,0.3965744400527009,0.6027708452470518,0.0211351222987413,-0.0235785758852669,0.0413001607169989
10,4.0,88.0,120.0,41.0,0.0434782608695652,0.0888888888888888,0.4901185770750988,0.3676328029952346,0.0583941605839416,-0.2656574308651474,0.1727336246938249
10,19.0,653.0,415.0,5.0,0.0282738095238095,0.7916666666666666,0.3974358974358974,0.6161160965193224,0.0545977011494252,0.0543177093181223,0.3212366358850755
10,12.0,53.0,38.0,31.0,0.1846153846153846,0.2790697674418604,0.373134328358209,0.4862561947856065,0.2222222222222222,-0.2833443593013043,0.2905000376607519
10,13.0,1486.0,970.0,11.0,0.0086724482988659,0.5416666666666666,0.3963709677419355,0.6067688433209538,0.0170715692711753,-0.0126897114068334,0.0836943852925946
10,17.0,937.0,1592.0,5.0,0.0178197064989517,0.7727272727272727,0.630733045864367,0.3727014753363321,0.0348360655737704,0.0768649370389003,0.0948852004496312
10,23.0,1317.0,1369.0,2.0,0.0171641791044776,0.92,0.5134636665437108,0.4930425373783039,0.0336996336996337,0.0821479709147012,0.1513964422798315
10,4.0,200.0,177.0,20.0,0.0196078431372549,0.1666666666666666,0.4513715710723192,0.4974724362882258,0.0350877192982456,-0.1726375777189978,0.1013026623214262
10,10.0,1015.0,809.0,16.0,0.0097560975609756,0.3846153846153846,0.4427027027027027,0.5545068821577503,0.0190294957183634,-0.040697676075471,0.0611976011947602
10,29.0,315.0,340.0,10.0,0.0843023255813953,0.7435897435897436,0.531700288184438,0.4938591771287178,0.1514360313315927,0.1209919073720041,0.2040389809856083
10,16.0,53.0,45.0,18.0,0.2318840579710145,0.4705882352941176,0.4621212121212121,0.52999666999667,0.3106796116504854,-0.0614849098985737,0.3164190762940763
10,12.0,6596.0,3485.0,8.0,0.0018159806295399,0.6,0.3462033462033462,0.6537575078562501,0.0036210018105009,-0.0050749722698041,0.211735665992332
10,12.0,1443.0,1013.0,9.0,0.0082474226804123,0.5714285714285714,0.4138070246265644,0.5887469454877945,0.016260162601626,-0.0030006839174142,0.0661292344942149
10,6.0,1175.0,902.0,21.0,0.0050804403048264,0.2222222222222222,0.4315589353612167,0.559611814799685,0.009933774834437,-0.0779108594152406,0.0503284275738173
10,18.0,911.0,705.0,7.0,0.0193756727664155,0.72,0.4405850091407678,0.5722297972030731,0.0377358490566037,0.038618664669459,0.2106707165663958
10,24.0,1315.0,1020.0,31.0,0.0179238237490664,0.4363636363636363,0.4368200836820083,0.5605912097514985,0.0344332855093256,-0.0383063991069381,0.0545039625519098
10,5.0,104.0,52.0,23.0,0.0458715596330275,0.1785714285714285,0.3097826086956521,0.612226637672862,0.072992700729927,-0.3567812352992477,0.0955634305423392
10,14.0,6610.0,4089.0,16.0,0.0021135265700483,0.4666666666666667,0.3824214745083418,0.6178510595525775,0.0042079951908626,-0.0164217002336514,0.0957357508393932
10,546.0,51147.0,35343.0,839.0,0.010562358539840984,0.39422382671480144,0.4084096728307255,0.5265969792147938,0.020573495610233992,-0.04989062825823825,0.11745453362206656
