,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
0,0.0,283.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
1,3.0,267.0,0.0,0.0,0.011111111111111112,1.0,0.011111111111111112,1.0,0.02197802197802198,0.0,0.01542867701404287
2,3.0,229.0,21.0,0.0,0.01293103448275862,1.0,0.09486166007905138,0.9169960474308301,0.02553191489361702,0.03295765308015308,0.34729148375768215
3,1.0,270.0,0.0,0.0,0.0036900369003690036,1.0,0.0036900369003690036,1.0,0.007352941176470588,0.0,0.0032679738562091504
4,1.0,230.0,11.0,0.0,0.004329004329004329,1.0,0.049586776859504134,0.9545454545454546,0.008620689655172414,0.014056649999472367,0.0058823529411764705
5,5.0,261.0,0.0,0.0,0.018796992481203006,1.0,0.018796992481203006,1.0,0.03690036900369004,0.0,0.01800621226712172
6,1.0,222.0,0.0,0.0,0.004484304932735426,1.0,0.004484304932735426,1.0,0.008928571428571428,0.0,0.004629629629629629
7,5.0,236.0,0.0,0.0,0.02074688796680498,1.0,0.02074688796680498,1.0,0.04065040650406504,0.0,0.02202989308891853
8,1.0,233.0,29.0,0.0,0.004273504273504274,1.0,0.11406844106463879,0.8897338403041825,0.00851063829787234,0.021749056655125932,0.003401360544217687
9,2.0,237.0,0.0,0.0,0.008368200836820083,1.0,0.008368200836820083,1.0,0.016597510373443983,0.0,0.011494252873563218
10,22.0,2468.0,61.0,0.0,0.008835341365461847,1.0,0.032536260290082324,0.9761275342280469,0.01751592356687898,0.014598296147581204,0.09314318359725614
