,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
0,0.0,29.0,894.0,1.0,0.0,0.0,0.9675324675324676,0.031385281385281384,0.0,-0.005924976481146231,0.0006544502617801048
1,0.0,57.0,816.0,4.0,0.0,0.0,0.9304446978335233,0.06499429874572406,0.0,-0.017846513114362934,0.002786862169674236
2,0.0,0.0,918.0,7.0,0.0,0.0,0.9924324324324324,0.0,0.0,0.0,0.006759684332331593
3,0.0,29.0,896.0,2.0,0.0,0.0,0.9665587918015103,0.03128371089536138,0.0,-0.008356125655579224,0.0012879029183377009
4,0.0,33.0,897.0,2.0,0.0,0.0,0.9624463519313304,0.03540772532188841,0.0,-0.008884861200318513,0.0012090959367097392
5,0.0,663.0,198.0,1.0,0.0,0.0,0.2296983758700696,0.7691415313225058,0.0,-0.0622054806681344,0.000585480093676815
6,2.0,757.0,221.0,1.0,0.002635046113306983,0.6666666666666666,0.2273190621814475,0.7737003058103975,0.005249343832020997,-0.014167170606064183,0.0019801211917225246
7,0.0,0.0,910.0,1.0,0.0,0.0,0.9989023051591658,0.0,0.0,0.0,0.013513513513513514
8,0.0,0.0,956.0,1.0,0.0,0.0,0.9989550679205852,0.0,0.0,0.0,0.0006361323155216285
9,0.0,28.0,929.0,1.0,0.0,0.0,0.9697286012526096,0.029227557411273485,0.0,-0.0056089500506382,0.0006045949214026602
10,2.0,1596.0,7635.0,21.0,0.0012515644555694619,0.08695652173913043,0.8252647503782148,0.1735140410892432,0.0024676125848241827,-0.011321136510600622,0.0030017837654670513
