Unnamed: 0,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
10,9.0,1005.0,830.0,16.0,0.0088757396449704,0.36,0.4510752688172043,0.5419896008956475,0.0173243503368623,-0.0434021210419632,0.0288216843780493
10,0.0,154.0,237.0,28.0,0.0,0.0,-1.0,0.3664796481145707,-1.0,-0.2039990102854956,0.0796764304763342
10,7.0,154.0,271.0,28.0,0.0434782608695652,0.2,0.6043478260869565,0.3506803873254783,0.0714285714285714,-0.090248525639428,0.1351517736264003
10,36.0,446.0,506.0,54.0,0.0746887966804979,0.4,0.5201535508637236,0.4626516792063359,0.1258741258741258,-0.0385862739775285,0.1005776675415609
10,0.0,1068.0,1314.0,41.0,0.0,0.0,-1.0,0.4418321670158386,-1.0,-0.1164761557611826,0.0086978481092
10,47.0,1157.0,898.0,71.0,0.0390365448504983,0.3983050847457627,0.4348826507132995,0.5527391849892994,0.0711043872919818,-0.0750925556944924,0.0496906425097321
10,4.0,442.0,431.0,33.0,0.0089686098654708,0.1081081081081081,0.478021978021978,0.4875350936589339,0.0165631469979296,-0.1573164370173846,0.0235789887948922
10,0.0,0.0,942.0,22.0,-1.0,0.0,0.9771784232365144,0.0,0.0,-1.0,0.0163705443779214
10,2.0,5228.0,4003.0,21.0,0.0003824091778202,0.0869565217391304,0.4327858223470932,0.5661351588454382,0.0007614696363982,-0.0481507278666528,0.0018198912620443
10,25.0,6003.0,5004.0,113.0,0.0041473125414731,0.181159420289855,0.4512337371018394,0.5407507933213556,0.0081089847551086,-0.0808247613409238,0.0092362728104946
10,44.0,772.0,728.0,95.0,0.0539215686274509,0.316546762589928,0.4710189139719341,0.4962939637959357,0.0921465968586387,-0.110391628906114,0.0798009669576287
10,77.0,7422.0,6063.0,100.0,0.0102680357380984,0.4350282485875706,0.4494217537695799,0.548487098333432,0.0200625325690463,-0.0262164349879377,0.0104113889995938
10,2.0,66.0,142.0,43.0,0.0294117647058823,0.0444444444444444,0.5691699604743083,0.2726416628300847,0.0353982300884955,-0.2353654154272282,0.1897330600572729
10,17.0,605.0,463.0,7.0,0.0273311897106109,0.7083333333333334,0.4395604395604395,0.5682825401938305,0.0526315789473684,0.04200379265953,0.0929085971069285
10,7.0,48.0,43.0,36.0,0.1272727272727272,0.1627906976744186,0.373134328358209,0.4166461969403146,0.1428571428571428,-0.3460781326609299,0.2590694345337202
10,12.0,1407.0,1049.0,12.0,0.0084566596194503,0.5,0.4278225806451612,0.5729973658777967,0.0166320166320166,-0.0144210067763776,0.0637077562240295
10,11.0,778.0,1751.0,11.0,0.0139416983523447,0.5,0.6907095256762054,0.3138092135859039,0.0271270036991368,0.0384838325865882,0.0629045487851307
10,21.0,1157.0,1529.0,4.0,0.0178268251273344,0.84,0.5717447436370343,0.4332410230888029,0.0349127182044887,0.0789161338896402,0.0793120575397474
10,2.0,164.0,213.0,22.0,0.0120481927710843,0.0833333333333333,0.5361596009975063,0.4041691416691416,0.0210526315789473,-0.1693697725071975,0.0899802643285967
10,10.0,974.0,850.0,16.0,0.0101626016260162,0.3846153846153846,0.4648648648648649,0.5312825717445828,0.0198019801980198,-0.0352389505572081,0.0599335384980834
10,30.0,320.0,335.0,9.0,0.0857142857142857,0.7692307692307693,0.5259365994236311,0.5083928091784659,0.1542416452442159,0.1292864345539895,0.3143642341527405
10,16.0,48.0,50.0,18.0,0.25,0.4705882352941176,0.5,0.4743556443556443,0.3265306122448979,-0.0168067226890756,0.3030361759950575
10,15.0,7272.0,2809.0,5.0,0.0020584602717167,0.75,0.2795762795762795,0.7209446892101777,0.0041056521144108,0.0028401988814359,0.1017254280657624
10,12.0,1228.0,1228.0,9.0,0.0096774193548387,0.5714285714285714,0.500605571255551,0.4971084131961487,0.0190325138778747,0.0130978526558006,0.0571054043112728
10,8.0,1109.0,968.0,19.0,0.0071620411817367,0.2962962962962963,0.4638783269961977,0.5292558792759382,0.0139860139860139,-0.0535978173609747,0.0331689108543123
10,19.0,999.0,617.0,6.0,0.018664047151277,0.76,0.3875685557586837,0.6220646559794052,0.0364333652924257,0.0357907028755881,0.094611523051068
10,17.0,1161.0,1174.0,38.0,0.0144312393887945,0.3090909090909091,0.4983263598326359,0.4953419199339153,0.0275750202757502,-0.056421962455383,0.0163743723631572
10,5.0,110.0,46.0,23.0,0.0434782608695652,0.1785714285714285,0.2771739130434782,0.6390078194540437,0.0699300699300699,-0.3906726924487462,0.1442336713137796
10,15.0,5844.0,4855.0,15.0,0.0025601638504864,0.5,0.4539099636499207,0.5453595172059245,0.0050942435048395,-0.0049020653876751,0.0025190039121791
10,470.0,47141.0,39349.0,915.0,0.009871668311944718,0.33935018050541516,0.45313229018492174,0.4793267530766341,0.01918523961139685,-0.0514186291013815,0.08650076141160999
