,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
0,2.0,117.0,142.0,1.0,0.01680672268907563,0.6666666666666666,0.549618320610687,0.4541984732824427,0.03278688524590164,0.04592661766442796,0.17880461603657902
1,1.0,113.0,154.0,0.0,0.008771929824561403,1.0,0.5783582089552238,0.4253731343283582,0.017391304347826087,0.07112991735027105,0.5070422535211268
2,3.0,101.0,142.0,0.0,0.028846153846153848,1.0,0.5894308943089431,0.42276422764227645,0.056074766355140186,0.1298329703501138,0.02027027027027027
3,1.0,141.0,128.0,0.0,0.007042253521126761,1.0,0.4777777777777778,0.5259259259259259,0.013986013986013986,0.05788748382238671,0.006024096385542169
4,3.0,133.0,152.0,0.0,0.022058823529411766,1.0,0.5381944444444444,0.4722222222222222,0.04316546762589928,0.1084652289093281,0.3548384087177191
5,4.0,158.0,128.0,0.0,0.024691358024691357,1.0,0.45517241379310347,0.5586206896551724,0.04819277108433735,0.10512220373139247,0.1456808169407515
6,2.0,166.0,111.0,0.0,0.011904761904761904,1.0,0.4050179211469534,0.6021505376344086,0.023529411764705882,0.0690688081398896,0.26085015711183934
7,1.0,116.0,126.0,0.0,0.008547008547008548,1.0,0.522633744855967,0.48148148148148145,0.01694915254237288,0.06670903506412207,0.006172839506172839
8,2.0,118.0,168.0,1.0,0.016666666666666666,0.6666666666666666,0.5882352941176471,0.41522491349480967,0.032520325203252036,0.05226113944149838,0.01479633711422002
9,4.0,154.0,118.0,0.0,0.02531645569620253,1.0,0.4420289855072464,0.572463768115942,0.04938271604938271,0.10479920878672298,0.0194846271940944
10,23.0,1317.0,1369.0,2.0,0.017164179104477612,0.92,0.5134636665437108,0.49304253737830395,0.033699633699633705,0.08214797091470127,0.15139644227983157
