,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
0,4.0,170.0,23.0,0.0,0.022988505747126436,1.0,0.13705583756345177,0.883248730964467,0.0449438202247191,0.05234083359153271,0.023915293765116852
1,1.0,154.0,45.0,0.0,0.0064516129032258064,1.0,0.23,0.775,0.01282051282051282,0.0381956468779879,0.00390625
2,2.0,142.0,38.0,0.0,0.013888888888888888,1.0,0.21978021978021978,0.7912087912087912,0.0273972602739726,0.05414885747116091,0.009354144713733754
3,1.0,127.0,32.0,2.0,0.0078125,0.3333333333333333,0.2037037037037037,0.7901234567901234,0.015267175572519083,-0.15408108982595295,0.010058235314827909
4,3.0,166.0,13.0,0.0,0.01775147928994083,1.0,0.08791208791208792,0.9285714285714286,0.03488372093023256,0.03590562044745047,0.01342580042769796
5,1.0,152.0,29.0,1.0,0.006535947712418301,0.5,0.16393442622950818,0.8360655737704918,0.012903225806451613,-0.0954211142092815,0.00604253016487059
6,0.0,176.0,12.0,1.0,0.0,0.0,0.06349206349206349,0.9312169312169312,0.0,-0.2683525540957064,0.002702702702702703
7,1.0,139.0,50.0,4.0,0.007142857142857143,0.2,0.26288659793814434,0.7216494845360825,0.013793103448275862,-0.1893100694605254,0.014645221256309047
8,0.0,76.0,100.0,0.0,0.0,0.0,0.5681818181818182,0.4318181818181818,0.0,0.0,0.5
9,3.0,126.0,54.0,2.0,0.023255813953488372,0.6,0.3081081081081081,0.6972972972972973,0.04477611940298507,-0.03529656040012588,0.019743432285864334
10,16.0,1428.0,396.0,10.0,0.0110803324099723,0.6153846153846154,0.2227027027027027,0.7786199876173795,0.021768707482993196,-0.04764238903272469,0.06037936106311231
