Unnamed: 0,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
10,17.0,1236.0,599.0,8.0,0.0135674381484437,0.68,0.3311827956989247,0.6731117054632841,0.0266040688575899,0.0015792980397296,0.0615577707727052
10,28.0,57.0,334.0,0.0,0.3294117647058823,1.0,0.863961813842482,0.2032018021285717,0.495575221238938,0.5304621577429932,0.2689186507936508
10,9.0,194.0,231.0,26.0,0.0443349753694581,0.2571428571428571,0.5217391304347826,0.4459205349307356,0.0756302521008403,-0.1064343053067592,0.0935806912514044
10,61.0,556.0,396.0,29.0,0.0988654781199351,0.6777777777777778,0.4385796545105566,0.5910142352767422,0.1725601131541725,0.0535854551407575,0.1631887899692972
10,21.0,1515.0,867.0,20.0,0.013671875,0.5121951219512195,0.3664878250103178,0.631303218808459,0.0266328471781864,-0.0331523125522974,0.0153652036611093
10,76.0,1803.0,252.0,42.0,0.040447046301224,0.6440677966101694,0.1509433962264151,0.8669797698578232,0.0761141712568853,-0.1545727430911949,0.1595300424379928
10,17.0,678.0,195.0,20.0,0.0244604316546762,0.4594594594594595,0.2329670329670329,0.7646654705422418,0.0464480874316939,-0.1474661515704784,0.034319506541162
10,0.0,0.0,942.0,22.0,-1.0,0.0,0.9771784232365144,0.0,0.0,-1.0,0.0200414723253153
10,18.0,8447.0,784.0,5.0,0.0021264028352037,0.782608695652174,0.0866652258482818,0.9139291243694768,0.0042412818096135,-0.0236168173347368,0.0252669815463775
10,105.0,9829.0,1178.0,33.0,0.0105697604187638,0.7608695652173914,0.1151188873934499,0.8909098571334632,0.0208498808578236,-0.0469426693945632,0.0912328081486549
10,114.0,1142.0,358.0,25.0,0.090764331210191,0.8201438848920863,0.2879804758999389,0.7607593889551484,0.1634408602150537,0.0387181034123587,0.1777407927721654
10,144.0,11740.0,1745.0,33.0,0.012117132278694,0.8135593220338984,0.1382667252232469,0.8683812686048175,0.023878617030097,-0.0191701909058656,0.13190328910387
10,3.0,80.0,128.0,42.0,0.036144578313253,0.0666666666666666,0.5177865612648221,0.3313982466244883,0.046875,-0.2589592899735385,0.1693063506103671
10,21.0,809.0,259.0,3.0,0.0253012048192771,0.875,0.2564102564102564,0.7610375081262178,0.0491803278688524,0.0403435423369348,0.1526870497346793
10,12.0,63.0,28.0,31.0,0.16,0.2790697674418604,0.2985074626865671,0.5580758457229045,0.2033898305084746,-0.3885961186008549,0.2898757908757908
10,18.0,2016.0,440.0,6.0,0.0088495575221238,0.75,0.1846774193548387,0.8237923075498941,0.0174927113702623,-0.0180591699170749,0.1401579960381477
10,11.0,1025.0,1504.0,11.0,0.0106177606177606,0.5,0.5938847510780086,0.403056610632354,0.0207939508506616,0.0178302014252353,0.0912074797889984
10,22.0,1350.0,1336.0,3.0,0.0160349854227405,0.88,0.5009221689413501,0.5017028421461631,0.0314960629921259,0.0721523588498305,0.3535091725469995
10,15.0,270.0,107.0,9.0,0.0526315789473684,0.625,0.3042394014962593,0.7007737964974807,0.0970873786407767,-0.0477008620821167,0.0997709521018906
10,16.0,1428.0,396.0,10.0,0.0110803324099723,0.6153846153846154,0.2227027027027027,0.7786199876173795,0.0217687074829931,-0.0476423890327246,0.0603793610631123
10,38.0,514.0,141.0,1.0,0.0688405797101449,0.9743589743589745,0.2579250720461095,0.7927908938585813,0.1285956006768189,0.1082523841189379,0.409838248065463
10,15.0,54.0,44.0,19.0,0.217391304347826,0.4411764705882353,0.4469696969696969,0.5078862803862804,0.2912621359223301,-0.0961687052259743,0.2099016957074716
10,19.0,9490.0,591.0,1.0,0.0019981070564728,0.95,0.0603900603900603,0.9410550891020104,0.0039878266344842,0.0016323169852192,0.3715247055412045
10,15.0,1957.0,499.0,6.0,0.0076064908722109,0.7142857142857143,0.2075090835688332,0.7980965122707098,0.0150526843953838,-0.0187836798379089,0.2062164506329769
10,15.0,1481.0,596.0,12.0,0.0100267379679144,0.5555555555555556,0.2903992395437262,0.7057839122802334,0.0196979645436638,-0.0391058152012957,0.0756176227331397
10,23.0,1412.0,204.0,2.0,0.0160278745644599,0.92,0.1383302864107251,0.8764432534407532,0.0315068493150684,0.0170933280918403,0.3210369718062721
10,34.0,1728.0,607.0,21.0,0.0192962542565266,0.6181818181818182,0.2682008368200836,0.7359769886523846,0.0374243258117776,-0.0415151661884706,0.0386653295346935
10,4.0,75.0,81.0,24.0,0.050632911392405,0.1428571428571428,0.4619565217391304,0.4432537862171729,0.0747663551401869,-0.2452092491321335,0.0975645700869191
10,28.0,8761.0,1938.0,2.0,0.0031858004323586,0.9333333333333332,0.1832416814241774,0.8190686111853243,0.0063499262954983,0.0157057968078755,0.1966442875448631
10,919.0,69710.0,16780.0,466.0,0.013011652437384077,0.6635379061371841,0.20141109530583215,0.658240994771762,0.025522815008192846,-0.04467229923038182,0.15608793219781705
