,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
0,5.0,1017.0,0.0,0.0,0.004892367906066536,1.0,0.004892367906066536,1.0,0.00973709834469328,0.0,0.20314527214987543
1,3.0,1016.0,2.0,0.0,0.002944062806673209,1.0,0.004897159647404506,0.9980411361410382,0.005870841487279843,0.0024049975826679988,0.16855392316096215
2,0.0,1017.0,13.0,0.0,0.0,0.0,0.01262135922330097,0.987378640776699,0.0,0.0,0.5
3,2.0,1010.0,0.0,0.0,0.001976284584980237,1.0,0.001976284584980237,1.0,0.0039447731755424065,0.0,0.25152360295684406
4,2.0,975.0,0.0,0.0,0.0020470829068577278,1.0,0.0020470829068577278,1.0,0.0040858018386108275,0.0,0.5017123287671232
5,0.0,999.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
6,4.0,1054.0,0.0,0.0,0.003780718336483932,1.0,0.003780718336483932,1.0,0.007532956685499058,0.0,0.25278546064752244
7,1.0,1032.0,0.0,0.0,0.000968054211035818,1.0,0.000968054211035818,1.0,0.0019342359767891685,0.0,0.5008431703204047
8,2.0,1028.0,0.0,0.0,0.001941747572815534,1.0,0.001941747572815534,1.0,0.0038759689922480615,0.0,0.501610305958132
9,1.0,918.0,0.0,0.0,0.001088139281828074,1.0,0.001088139281828074,1.0,0.002173913043478261,0.0,0.5007849293563579
10,20.0,10066.0,15.0,0.0,0.00198294665873488,1.0,0.003465003465003465,0.9985419776917738,0.0039580447259054035,0.0017177079990110082,0.3880958993317222
