,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
0,2.0,86.0,1.0,3.0,0.022727272727272728,0.4,0.03260869565217391,0.9565217391304348,0.043010752688172046,-0.6542202837946235,0.22687133094106257
1,5.0,75.0,0.0,0.0,0.0625,1.0,0.0625,1.0,0.11764705882352941,0.0,0.04983164100208194
2,2.0,105.0,0.0,0.0,0.018691588785046728,1.0,0.018691588785046728,1.0,0.03669724770642201,0.0,0.0096000816622811
3,3.0,91.0,0.0,0.0,0.031914893617021274,1.0,0.031914893617021274,1.0,0.06185567010309278,0.0,0.19396819744041965
4,5.0,79.0,0.0,0.0,0.05952380952380952,1.0,0.05952380952380952,1.0,0.11235955056179775,0.0,0.031041811156881538
5,5.0,89.0,0.0,0.0,0.05319148936170213,1.0,0.05319148936170213,1.0,0.10101010101010102,0.0,0.1283344188966282
6,4.0,87.0,0.0,0.0,0.04395604395604396,1.0,0.04395604395604396,1.0,0.08421052631578947,0.0,0.02266092397742594
7,3.0,90.0,0.0,0.0,0.03225806451612903,1.0,0.03225806451612903,1.0,0.0625,0.0,0.35638404421438874
8,1.0,82.0,0.0,0.0,0.012048192771084338,1.0,0.012048192771084338,1.0,0.02380952380952381,0.0,0.006024096385542169
9,4.0,88.0,0.0,0.0,0.043478260869565216,1.0,0.043478260869565216,1.0,0.08333333333333333,0.0,0.14849915631029698
10,34.0,872.0,1.0,3.0,0.037527593818984545,0.918918918918919,0.038461538461538464,0.9956521739130434,0.0721102863202545,-0.2386460000479513,0.11732157019870089
