,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
0,7.0,134.0,21.0,1.0,0.04964539007092199,0.875,0.17177914110429449,0.8650306748466258,0.09395973154362416,0.006628444327589054,0.22795932811543151
1,8.0,137.0,16.0,1.0,0.05517241379310345,0.8888888888888888,0.14814814814814814,0.8950617283950617,0.1038961038961039,-0.004885028226690587,0.14809150983181546
2,21.0,140.0,11.0,2.0,0.13043478260869565,0.9130434782608695,0.1839080459770115,0.9252873563218391,0.22826086956521738,-0.018174357817315745,0.0920659047895849
3,22.0,137.0,9.0,0.0,0.13836477987421383,1.0,0.18452380952380953,0.9464285714285714,0.2430939226519337,0.0923544029576864,0.14358538340750898
4,15.0,146.0,16.0,3.0,0.09316770186335403,0.8333333333333334,0.17222222222222222,0.8944444444444445,0.16759776536312848,-0.06629513998006895,0.14738540900632147
5,10.0,129.0,13.0,0.0,0.07194244604316546,1.0,0.1513157894736842,0.9144736842105263,0.1342281879194631,0.08115590102732766,0.256125437742386
6,12.0,139.0,14.0,1.0,0.07947019867549669,0.9230769230769231,0.1566265060240964,0.9096385542168675,0.14634146341463414,0.013663013679767346,0.17882755428187813
7,8.0,144.0,9.0,2.0,0.05263157894736842,0.8,0.10429447852760736,0.9325153374233128,0.09876543209876543,-0.1350485417936285,0.08642795909724617
8,7.0,95.0,26.0,8.0,0.06862745098039216,0.4666666666666667,0.2426470588235294,0.75,0.11965811965811966,-0.23038276131816016,0.21537312858618113
9,11.0,140.0,24.0,0.0,0.0728476821192053,1.0,0.2,0.8628571428571429,0.13580246913580246,0.10325035790586191,0.054838845103453285
10,121.0,1341.0,159.0,18.0,0.08276333789329686,0.8705035971223022,0.17083587553386212,0.8895737494144393,0.15115552779512806,-0.02109085035703777,0.1550680459961807
